iter	F1	Logloss
247	0.8961354614	0.2204419625
248	0.8973839799	0.2189651358
249	0.8975443853	0.2187250631
250	0.8976617067	0.2186731008
251	0.8981507708	0.2179142562
252	0.898170633	0.2178652585
253	0.8982498735	0.2176810323
254	0.8986491952	0.2170859804
255	0.8986351228	0.2170841469
256	0.8988096441	0.2166162886
257	0.8990625505	0.2162479878
258	0.8990484656	0.2162478727
259	0.899066629	0.2161958291
260	0.8990343824	0.2161878318
261	0.8991233386	0.2161813
262	0.8990707071	0.2161653628
263	0.8993397007	0.2158375949
264	0.899273021	0.2158272373
265	0.8992689527	0.2157343706
266	0.8994892706	0.2154040096
267	0.8997578692	0.2151632682
268	0.8998688591	0.2150193933
269	0.8998204233	0.2150125253
270	0.8998426214	0.2150059525
271	0.8997578692	0.2149984992
272	0.8997437605	0.2149524349
273	0.8997437605	0.2149486832
274	0.8997982244	0.2149298748
275	0.8997619144	0.2149258304
276	0.8997437605	0.2149187689
277	0.8997215609	0.2149161327
278	0.8998184386	0.2147814927
279	0.9000181455	0.214639146
280	0.9000645265	0.2145909341
281	0.900193564	0.2144847163
282	0.9002419355	0.2144210396
283	0.9002419355	0.214418156
284	0.9002379128	0.2144070723
285	0.9001855138	0.2143532394
286	0.9002943192	0.214116221
287	0.9002943192	0.2141130166
288	0.9003124685	0.2141087818
289	0.900298339	0.21409271
290	0.9003386551	0.2140808199
291	0.9003749546	0.2140716485
292	0.9003971214	0.2140637321
293	0.9004152723	0.2140621319
294	0.9003931055	0.2140566372
295	0.9004857794	0.2140377687
296	0.9004636162	0.2140357063
297	0.9004636162	0.2140349976
298	0.9005039307	0.2140206672
299	0.9004817674	0.214019655
300	0.9006772009	0.213973244
301	0.9007295151	0.213968368
302	0.9007295151	0.2139676453
303	0.9006368913	0.2139627287
304	0.9006368913	0.2139544397
305	0.9006590483	0.2139391028
306	0.9006408964	0.2139267957
307	0.9006590483	0.2139206278
308	0.9006408964	0.2139192477
309	0.9006147334	0.2138774002
310	0.9007014998	0.2138343151
311	0.9009107028	0.213564731
312	0.9008925513	0.2135572576
313	0.9016301067	0.212519319
314	0.9016284547	0.2124854096
315	0.9015637893	0.2124687444
316	0.9016561689	0.2123544594
317	0.9016340658	0.2123408621
318	0.9016743138	0.2123075102
319	0.9016624401	0.2122714483
320	0.9016947788	0.2122243416
321	0.901698736	0.2122146995
322	0.9016726716	0.2121972595
323	0.9016726716	0.2121952606
324	0.9015961194	0.2121810675
325	0.901592158	0.2121671518
326	0.9016759552	0.2119609032
327	0.9016980525	0.2119365415
328	0.9017343366	0.2119328876
329	0.9017785289	0.2119214478
330	0.9017564332	0.2119154143
331	0.9016799115	0.2119055506
332	0.9019450087	0.2117190998
333	0.9020633069	0.2116323971
334	0.9021216692	0.2116019378
335	0.9021398118	0.2115991186
336	0.9020775094	0.2115885178
337	0.9020995897	0.2115873961
338	0.9020995897	0.2115776586
339	0.9021437477	0.2115746252
340	0.9021074646	0.2115541723
341	0.9021074646	0.2115535109
342	0.9021618904	0.2114935748
343	0.9021776285	0.2114543038
344	0.902258058	0.2114377151
345	0.9021997024	0.2114295131
346	0.9021918359	0.211424618
347	0.9022501961	0.2114096628
348	0.9025135733	0.2113616729
349	0.9025513179	0.2113258839
350	0.9025513179	0.2113231293
351	0.902569464	0.2113196278
352	0.9026214217	0.2112892898
353	0.9026214217	0.2112878887
354	0.9026214217	0.2112862688
355	0.902679774	0.211270505
356	0.9027420392	0.2112402096
357	0.9026940088	0.2112315311
358	0.9028082095	0.2111800102
359	0.9027939698	0.2111760216
360	0.9027939698	0.2111736322
361	0.9027939698	0.2111730309
362	0.9029430685	0.2111090681
363	0.9029171106	0.2110891622
364	0.9029391661	0.2110607331
365	0.9028821803	0.2110256679
366	0.9029003276	0.2110045659
367	0.903824895	0.2095573544
368	0.9048604553	0.2084582425
369	0.9053329316	0.2073535181
370	0.9058672342	0.2065129953
371	0.906335314	0.205928214
372	0.9063246422	0.2059149935
373	0.9069324403	0.205398794
374	0.9069329163	0.2053737074
375	0.9073491392	0.2047950087
376	0.9075205899	0.2047503462
377	0.9076596427	0.2043043635
378	0.9077258804	0.2039459039
379	0.9077806914	0.2039406916
380	0.9079121143	0.2038502233
381	0.9079484511	0.203834452
382	0.9083055017	0.2035502427
383	0.9083346665	0.2034985148
384	0.9084474658	0.2034385416
385	0.9083929785	0.2034339509
386	0.9086548071	0.203288005
387	0.9088183563	0.2032533577
388	0.9087675831	0.2031800985
389	0.9086840107	0.2031375409
390	0.9089128697	0.2030412771
391	0.9091381412	0.2029630535
392	0.9091308516	0.2023778262
393	0.9091853243	0.2023421725
394	0.9090909091	0.2022700753
395	0.9091889732	0.2022344801
396	0.9092434289	0.2022041173
397	0.9093741885	0.2021489445
398	0.9094794871	0.2019756655
399	0.9094431573	0.2019694648
400	0.9095158198	0.201948322
401	0.9095811612	0.2019192398
402	0.9095158198	0.2018953182
403	0.9093886027	0.2018537637
404	0.9094213028	0.2018384185
405	0.9096028275	0.2017944349
406	0.9095810536	0.2017777153
407	0.9096028275	0.2017704387
408	0.9098205195	0.2016863463
409	0.9098350837	0.2016805512
410	0.9100672749	0.2014330439
411	0.9100127755	0.2014247749
412	0.9100309412	0.2014184141
413	0.9101361332	0.2014097045
414	0.9100816351	0.2013479449
415	0.9101760549	0.2013369248
416	0.9101543007	0.2013171049
417	0.9101361332	0.2013145004
418	0.9101760549	0.2013017568
419	0.9101143781	0.2012747999
420	0.9101143781	0.2012724679
421	0.9101033891	0.2012636898
422	0.9101033891	0.2012595162
423	0.9101325455	0.2012552831
424	0.9101614738	0.2012350973
425	0.9102013932	0.2012139903
426	0.9102013932	0.2012128779
427	0.9101870521	0.2011867019
428	0.9102415652	0.2011795812
429	0.9103104102	0.2011728779
430	0.9103104102	0.2011728736
431	0.9103321622	0.2011661085
432	0.910325002	0.2011514128
433	0.9104230301	0.2011313066
434	0.9104012777	0.2011269912
435	0.9104012777	0.2011269666
436	0.9104230301	0.2011231087
437	0.9104230301	0.2011229375
438	0.9104230301	0.2011202306
439	0.910481134	0.2010984277
440	0.9104593823	0.2010959546
441	0.9104593823	0.2010955392
442	0.9104739847	0.2010614296
443	0.9104304768	0.2010473198
444	0.9104486552	0.2010127831
445	0.9104885889	0.2010057695
446	0.9104885889	0.2010031812
447	0.9107171378	0.2007629594
448	0.9107823761	0.2007406003
449	0.9107930615	0.2007140525
450	0.9107531389	0.2006780007
451	0.9108294241	0.2006282914
452	0.910825483	0.2005689268
453	0.9114267475	0.1999119453
454	0.911448463	0.1999051626
455	0.9114267475	0.1998865119
456	0.911376242	0.1998335653
457	0.9113944255	0.199829757
458	0.9114126097	0.1998226983
459	0.9114924182	0.1997942716
460	0.9114924182	0.199791773
461	0.9114378629	0.1997792546
462	0.9114413965	0.1997652724
463	0.9114232135	0.1997603554
464	0.9115353161	0.1997321782
465	0.9115353161	0.1997265392
466	0.9115898663	0.1996978556
467	0.9115898663	0.199697699
468	0.9115464411	0.1996939735
469	0.9115464411	0.1996936547
470	0.9116045245	0.199681836
471	0.9115429119	0.1996754627
472	0.9115429119	0.199669882
473	0.911521197	0.1996688025
474	0.9115610973	0.199665595
475	0.9115429119	0.19964883
476	0.9116626102	0.1996257045
477	0.9116444232	0.1996236488
478	0.9117025097	0.1996048624
479	0.9117025097	0.1996032162
480	0.9119489328	0.1995368873
481	0.9118691402	0.1995314737
482	0.9118439165	0.1995296319
483	0.9119419064	0.1995228369
484	0.9119818058	0.1995119568
485	0.9120938304	0.1994287032
486	0.9120322349	0.1993794315
487	0.9121190362	0.1993736356
488	0.9120539365	0.1993698828
489	0.9120252154	0.1993506181
490	0.9119489328	0.1992956631
491	0.9119811716	0.1992592623
492	0.9120392532	0.1992109776
493	0.9120756373	0.1992041068
494	0.912060953	0.1992030656
495	0.9120245717	0.1991878213
496	0.912042762	0.1991802084
497	0.9121008437	0.1991736295
498	0.9121008437	0.1991597404
499	0.9120973372	0.1991496783
500	0.9120175526	0.1991404043
501	0.9119958511	0.199134059
502	0.9120574449	0.1991261412
503	0.9121155304	0.1991041517
504	0.9121519189	0.1990880905
505	0.9121407344	0.1990529316
506	0.9121407344	0.1990465034
507	0.9121407344	0.1990404077
508	0.9120028721	0.1990148376
509	0.9119952139	0.1989899948
510	0.9119700052	0.1989675836
511	0.9119518178	0.1989575969
512	0.9119230923	0.1989449777
513	0.9119412809	0.1989355821
514	0.9119412809	0.1989312004
515	0.911937768	0.1989078451
516	0.9119594702	0.1989076832
517	0.9118978757	0.1989041697
518	0.9118726562	0.19889731
519	0.9118761719	0.1988790558
520	0.9118761719	0.1988742009
521	0.9118579834	0.1988685825
522	0.9118761719	0.1988635406
523	0.9120098919	0.1988195375
524	0.9120826519	0.1987893682
525	0.9121008437	0.19878244
526	0.9121008437	0.1987821737
527	0.9121694388	0.1987595188
528	0.9121225418	0.1987562858
529	0.9121624317	0.1987314531
530	0.9121407344	0.1987090373
531	0.912245712	0.1986753835
532	0.9121694388	0.1986636351
533	0.9121911334	0.1986626419
534	0.9122023216	0.1986589605
535	0.9122275184	0.1986393084
536	0.9123324825	0.198617336
537	0.9122960954	0.1985624022
538	0.9122925973	0.1985584958
539	0.9123142886	0.1985576561
540	0.9123142886	0.1985561174
541	0.9120896654	0.19854914
542	0.9121876309	0.1985411095
543	0.9121512474	0.1985153924
544	0.9121218768	0.1984992516
545	0.9121218768	0.1984973951
546	0.9121288856	0.1984868569
547	0.9120673154	0.1984731269
548	0.912172266	0.1984616524
549	0.9121687636	0.1984576627
550	0.9121981375	0.1984510488
551	0.9121981375	0.1984490477
552	0.9120966777	0.1984151717
553	0.9121687636	0.1983976416
554	0.9121834497	0.1983873582
555	0.9122995932	0.1983391761
556	0.912306588	0.1983069184
557	0.912306588	0.1983055229
558	0.9123100849	0.1983037591
559	0.9123100849	0.198302114
560	0.9123100849	0.1982925242
561	0.9123100849	0.1982839977
562	0.9128581105	0.1978976876
563	0.9129161437	0.1978670773
564	0.9129490526	0.1977706392
565	0.9130789919	0.1976924498
566	0.9131075697	0.1976741388
567	0.9131222981	0.1976622788
568	0.9131222981	0.1976542251
569	0.91314395	0.1976530454
570	0.9130789919	0.1976438185
571	0.9130789919	0.1976404748
572	0.9130789919	0.1976375108
573	0.9130789919	0.1976372574
574	0.9131370283	0.197627853
575	0.9131768737	0.1976087658
576	0.9131837922	0.1975983462
577	0.9131907095	0.1975896285
578	0.9131577899	0.1975807995
579	0.9130530048	0.1975711803
580	0.9132660174	0.1975080082
581	0.9132443736	0.197496797
582	0.9132625625	0.1974805023
583	0.9132591073	0.1974761472
584	0.9132158152	0.1974169978
585	0.9132158152	0.1974153445
586	0.9131110314	0.1974018667
587	0.9130781182	0.1973872206
588	0.9131828955	0.1972106783
589	0.9132261855	0.1971968006
590	0.9132876603	0.1971925911
591	0.9132261855	0.1971729242
592	0.9131283359	0.1971462821
593	0.9131465217	0.1971430176
594	0.9131066898	0.1971390744
595	0.9130815806	0.1971336338
596	0.9132010835	0.1971143392
597	0.9132660174	0.1970837352
598	0.9133707731	0.1970703688
599	0.913388963	0.1970688238
600	0.913395862	0.1970571758
601	0.9134322414	0.1970514681
602	0.913395862	0.1970335919
603	0.913395862	0.1970299118
604	0.9134469848	0.1970223098
605	0.9133638717	0.1970086019
606	0.9133638717	0.1970071322
607	0.9133638717	0.1970014869
608	0.9133673226	0.1969945886
609	0.9133274914	0.1969893832
610	0.9133274914	0.1969846657
611	0.9133491327	0.1969809477
612	0.9133491327	0.1969741719
613	0.913269472	0.1969596753
614	0.9132478292	0.1969476967
615	0.913222729	0.1969088735
616	0.913269472	0.1968903949
617	0.9132616487	0.1968560853
618	0.9133560348	0.1968508598
619	0.9132149116	0.1968326057
620	0.9133093024	0.1968258313
621	0.9133274914	0.1968189773
622	0.9133569693	0.1967789771
623	0.9133387775	0.1967696369
624	0.9133456812	0.1967591263
625	0.9133456812	0.1967568297
626	0.9134435371	0.1967324554
627	0.9134833698	0.1967250464
628	0.9134833698	0.1967238012
629	0.9134469848	0.1966983933
630	0.9134868159	0.1966958853
631	0.9134504322	0.1966728627
632	0.9134538792	0.1966435576
633	0.9134504322	0.1966244689
634	0.9134902617	0.1966214496
635	0.9134902617	0.1966189146
636	0.913526647	0.1965805772
637	0.9135232025	0.1965769496
638	0.9135812305	0.196542972
639	0.9135812305	0.1965417221
640	0.9137797234	0.1961000271
641	0.9138524606	0.196065087
642	0.9138888336	0.1960368261
643	0.913933121	0.1959930416
644	0.9139729299	0.1959739601
645	0.9140127389	0.1959294913
646	0.9141287472	0.1959035021
647	0.9141105516	0.1958962094
648	0.914301636	0.1956566
649	0.9142254418	0.1955170241
650	0.9142038331	0.1955016621
651	0.9141822235	0.1954893732
652	0.9142868515	0.1954750335
653	0.9144438251	0.1954317615
654	0.9144870417	0.1954178911
655	0.9144574477	0.1954129837
656	0.9148292605	0.1949331902
657	0.9148792232	0.1949192418
658	0.9148576318	0.1949161572
659	0.9150438605	0.1945181366
660	0.9151450054	0.1944036883
661	0.9152232276	0.1943424117
662	0.9151686287	0.1942504287
663	0.9151470559	0.1942401583
664	0.9151652547	0.1942315614
665	0.9151821218	0.193865083
666	0.9150331995	0.1938518737
667	0.9153512783	0.1938311305
668	0.9153330815	0.1938221892
669	0.9153694758	0.1938150193
670	0.9153910381	0.1937005137
671	0.9153465445	0.1936774072
672	0.9153317168	0.1936670099
673	0.9153350823	0.1936645356
674	0.9153499096	0.1936439241
675	0.9153499096	0.1936409553
676	0.9153896607	0.1936394646
677	0.91542605	0.1936192911
678	0.9155338262	0.1936083274
679	0.9155769307	0.1936042279
680	0.9155156309	0.1935964839
681	0.9155089142	0.1935413269
682	0.9156664812	0.1932740825
683	0.915641581	0.1932600763
684	0.9156779745	0.1932450495
685	0.9157210707	0.1932217964
686	0.9156813259	0.1932066459
687	0.9157210707	0.1932053592
688	0.9158039068	0.1931993312
689	0.9157857086	0.1931970395
690	0.9158072529	0.1931739798
691	0.9158287962	0.1931718359
692	0.9157972138	0.1931531758
693	0.9157790143	0.1931500345
694	0.9159015937	0.1931111627
695	0.9159015937	0.1931088147
696	0.9159015937	0.1931079325
697	0.9159015937	0.1930988961
698	0.9159413378	0.1930878802
699	0.9158603699	0.1930312894
700	0.9158206346	0.1930228616
701	0.9158172895	0.1930082816
702	0.9158536828	0.1929982908
703	0.9158536828	0.1929953825
704	0.9158967634	0.1929872867
705	0.9159149613	0.1929759348
706	0.9160193114	0.1929721397
707	0.9160193114	0.1929707443
708	0.9159944367	0.192968606
709	0.9160341744	0.1929376036
710	0.9160375109	0.1929347433
711	0.9160590467	0.1928625019
712	0.9160590467	0.1928585199
713	0.9159580386	0.1928414152
714	0.915961378	0.1928385876
715	0.9159216434	0.1928275076
716	0.915961378	0.1928121542
717	0.9160044501	0.1927622112
718	0.9159531992	0.1927565686
719	0.9159895906	0.1927548361
720	0.9159895906	0.1927500019
721	0.9160144611	0.1927372226
722	0.9160359931	0.1927347257
723	0.9159944367	0.192710209
724	0.9160126368	0.1927013936
725	0.9160308377	0.1926908419
726	0.9161633821	0.1926149997
727	0.9161021158	0.1926086155
728	0.9160293212	0.192598348
729	0.9160475188	0.1925962265
730	0.9160259849	0.1925905096
731	0.9160805817	0.1925728665
732	0.9160375109	0.192559546
733	0.9160805817	0.1925542672
734	0.9160590467	0.1925427278
735	0.9160590467	0.1925369621
736	0.9160739122	0.1925203296
737	0.9160375109	0.1925100283
738	0.9160375109	0.192508768
739	0.9160159743	0.1925056128
740	0.9159944367	0.1924976358
741	0.9160059613	0.1924875893
742	0.915984421	0.192487015
743	0.9160275007	0.1924586402
744	0.9160308377	0.1924563293
745	0.9160126368	0.1924453282
746	0.9160341744	0.1924395236
747	0.916070577	0.1924351275
748	0.9162213172	0.1924111204
749	0.916174922	0.1924075213
750	0.916174922	0.1924027463
751	0.9162213172	0.1924014404
752	0.9161169832	0.1923932368
753	0.9161849137	0.1923320282
754	0.9162213172	0.1923192119
755	0.9160557112	0.1922989947
756	0.9160523754	0.1922955882
757	0.916070577	0.192291555
758	0.9160887794	0.1922899441
759	0.916174922	0.1922647587
760	0.9162361917	0.1922440503
761	0.916214659	0.1922426751
762	0.9164647468	0.1920620899
763	0.916482949	0.1920277033
764	0.9163819814	0.1920129955
765	0.916391945	0.1919833523
766	0.9165756499	0.1917710533
767	0.9164565006	0.1917607614
768	0.9164813344	0.1917477976
769	0.9164664535	0.1917365983
770	0.9164449386	0.1917082193
771	0.9164449386	0.1917072314
772	0.9164449386	0.191706759
773	0.9163870302	0.1916991147
774	0.9163870302	0.1916848288
775	0.9163837096	0.1916840548
776	0.9164019063	0.1916784652
777	0.9165425627	0.1916644
778	0.9167576582	0.1914976706
779	0.9168832715	0.1911892376
780	0.9168402881	0.1911772894
781	0.9170238095	0.191148256
782	0.9171610548	0.191002463
783	0.9173940644	0.1909033492
784	0.917314712	0.1908789036
785	0.9172932331	0.190872068
786	0.9172717534	0.1908569812
787	0.9173543882	0.1908514614
788	0.917323069	0.1908357012
789	0.9172222222	0.1908178602
790	0.9172404214	0.1907949487
791	0.917276822	0.1907928827
792	0.9172651879	0.1907786853
793	0.9172833872	0.1907732315
794	0.9172833872	0.190769436
795	0.9172833872	0.1907675752
796	0.9172866694	0.190764218
797	0.91732963	0.1907565866
798	0.917351109	0.19074363
799	0.9173907868	0.1907323994
800	0.9174089872	0.1907298931
801	0.9175494981	0.1906766083
802	0.9175742427	0.190669711
803	0.9175527694	0.1906576204
804	0.917537839	0.1906444736
805	0.917537839	0.1906338001
806	0.9176353898	0.1906277041
807	0.9176353898	0.1906276456
808	0.9176139181	0.1906261104
809	0.9176139181	0.1906210033
810	0.9176353898	0.1906199794
811	0.9176783306	0.1905805388
812	0.9176601273	0.1905801124
813	0.9176783306	0.1905753672
814	0.9176386575	0.1905701896
815	0.9176535936	0.1905667286
816	0.9175709723	0.1905291597
817	0.9176568606	0.1905202215
818	0.9175957151	0.1905120184
819	0.9176139181	0.1905036119
820	0.9176106493	0.1905014068
821	0.9176288537	0.1904929495
822	0.9176503263	0.1904918617
823	0.9176470588	0.1904885896
824	0.9177329445	0.1904819258
825	0.9177362084	0.1904689844
826	0.9178122954	0.190456183
827	0.91785523	0.1904534627
828	0.917876696	0.190449868
829	0.91785523	0.1904495123
830	0.9178122954	0.1904425687
831	0.9179131125	0.1904374208
832	0.917876696	0.1904306072
833	0.917876696	0.1904221359
834	0.917879954	0.1904197745
835	0.9179196255	0.1904188347
836	0.9179014182	0.1904167834
837	0.9179261375	0.1903686784
838	0.9180087267	0.1903506565
839	0.9180483935	0.1903377109
840	0.9180483935	0.1903333656
841	0.9179475991	0.1903169108
842	0.9179690599	0.1903095434
843	0.9179690599	0.1903029473
844	0.9180301858	0.1902561576
845	0.9181374688	0.1902506767
846	0.9180913093	0.1902308736
847	0.9180945581	0.1902294687
848	0.9180945581	0.1902276111
849	0.9180516441	0.1902238813
850	0.9181095179	0.1902072178
851	0.9181524304	0.1902043866
852	0.9181309746	0.1902021108
853	0.9181309746	0.1901890539
854	0.9181309746	0.190178697
855	0.918112766	0.1901625283
856	0.9181738855	0.1901378698
857	0.9181556767	0.1901333479
858	0.9182382454	0.1901304508
859	0.9182382454	0.1901293043
860	0.9181738855	0.1901253179
861	0.9182135491	0.1901124764
862	0.9181738855	0.1900980999
863	0.9180451426	0.1900736115
864	0.9180997719	0.1900655701
865	0.9181179831	0.1900351708
866	0.9181179831	0.1900351607
867	0.9181179831	0.190035147
868	0.9181576546	0.1900276187
869	0.9180997719	0.1900211011
870	0.9182005712	0.1900028657
871	0.918136195	0.1899934523
872	0.918136195	0.1899908176
873	0.9180815614	0.1899804127
874	0.91814269	0.1899771062
875	0.9181641477	0.1899618959
876	0.9181823591	0.1899572468
877	0.9180418915	0.1899333473
878	0.91814269	0.1899209488
879	0.9182576974	0.1896163064
880	0.9183434768	0.1895512596
881	0.9183370011	0.1894923233
882	0.9184624229	0.1894503836
883	0.9185267415	0.1893213771
