iter	F1	Logloss
2915	0.9380215475	0.1623740228
2916	0.9380766744	0.1623495501
2917	0.9380974769	0.1623396541
2918	0.9381182785	0.1623377449
2919	0.9380974769	0.1623311884
2920	0.9380974769	0.1623310626
2921	0.938115854	0.1623229344
2922	0.9380974769	0.1623205189
2923	0.9380974769	0.1623126689
2924	0.9380974769	0.1623114603
2925	0.9380974769	0.1623114391
2926	0.9380766744	0.1623064417
2927	0.9380534441	0.1622918049
2928	0.9380950515	0.1622882366
2929	0.9380510168	0.1622813368
2930	0.9380718218	0.1622779109
2931	0.9380742482	0.1622650246
2932	0.9380534441	0.1622636233
2933	0.9380950515	0.1622583541
2934	0.938092626	0.1622521388
2935	0.938092626	0.1622521248
2936	0.938092626	0.1622512761
2937	0.9381318079	0.1622462331
2938	0.9381318079	0.1622401023
2939	0.9381110044	0.1622335463
2940	0.9380534441	0.1622288227
2941	0.9380534441	0.1622280725
2942	0.9380718218	0.162215269
2943	0.938030211	0.1622047981
2944	0.9380461617	0.1621898893
2945	0.9380461617	0.1621898543
2946	0.9380461617	0.1621830786
2947	0.9380253542	0.1621798644
2948	0.9379837367	0.1621725652
2949	0.9380021162	0.1621678856
2950	0.9379629267	0.1621560201
2951	0.9379629267	0.1621431946
2952	0.9379604954	0.1621406219
2953	0.9379604954	0.1621384949
2954	0.9379580639	0.1621174865
2955	0.9379764448	0.1621072359
2956	0.9380021162	0.1621065261
2957	0.9379972565	0.1621004586
2958	0.9379972565	0.1621004412
2959	0.9380364491	0.1620931254
2960	0.9380596869	0.162088712
2961	0.9380364491	0.162085564
2962	0.9380572593	0.1620852077
2963	0.9380572593	0.1620744743
2964	0.9380388776	0.1620732119
2965	0.9380596869	0.1620707105
2966	0.9380988772	0.1620514506
2967	0.9381221099	0.1620472711
2968	0.9381221099	0.1620434706
2969	0.9381221099	0.162038244
2970	0.9381245347	0.1620298951
2971	0.9381245347	0.1620289683
2972	0.938101303	0.1620221196
2973	0.9380388776	0.1620185307
2974	0.9381172598	0.1620058815
2975	0.9381196849	0.1619992908
2976	0.9380829219	0.1619836681
2977	0.9380829219	0.1619826437
2978	0.9380829219	0.1619819008
2979	0.9380829219	0.1619812475
2980	0.9380829219	0.1619768845
2981	0.9380829219	0.1619766851
2982	0.9379837367	0.1619656892
2983	0.9379837367	0.1619648435
2984	0.9380461617	0.1619634074
2985	0.9379861669	0.1619501425
2986	0.9380045458	0.161945649
2987	0.9380437338	0.1619429534
2988	0.9380829219	0.1619325274
2989	0.9380253542	0.1619259702
2990	0.9380621142	0.1619147897
2991	0.9380045458	0.1619108337
2992	0.9380045458	0.1619010527
2993	0.9380069752	0.1618960392
2994	0.9379996865	0.16188473
2995	0.9380204965	0.1618845348
2996	0.9379604954	0.1618801092
2997	0.9380021162	0.1618752419
2998	0.9379629267	0.161866771
2999	0.9379604954	0.1618615361
3000	0.9379604954	0.1618615189
3001	0.9379837367	0.1618530097
3002	0.9380829219	0.1618442252
3003	0.9380829219	0.1618441493
3004	0.9380829219	0.1618441261
3005	0.9380829219	0.161841767
3006	0.9380829219	0.1618373017
3007	0.9381221099	0.1618351074
3008	0.9382261319	0.1618294475
3009	0.9382053292	0.1618286129
3010	0.9382237113	0.1618268789
3011	0.9381637211	0.1618262813
3012	0.9381796806	0.1618201943
3013	0.9381821032	0.1618045433
3014	0.9381796806	0.1618027784
3015	0.9381821032	0.1617989683
3016	0.9381380675	0.1617972665
3017	0.9380780687	0.1617872405
3018	0.9380988772	0.1617828608
3019	0.9380988772	0.1617707208
3020	0.9380988772	0.1617595096
3021	0.9380988772	0.1617509632
3022	0.9380988772	0.1617508164
3023	0.9380988772	0.1617473003
3024	0.9381196849	0.1617455194
3025	0.9381404918	0.1617231401
3026	0.9381612979	0.1617187423
3027	0.9382164482	0.1617012728
3028	0.9382324123	0.1616950897
3029	0.938322884	0.1616817632
3030	0.938322884	0.1616810812
3031	0.9382996649	0.1616691007
3032	0.9382996649	0.1616689366
3033	0.9382948288	0.1616634207
3034	0.9382580582	0.16165544
3035	0.9382740241	0.1616506179
3036	0.9382924105	0.1616470862
3037	0.9383364358	0.1616395714
3038	0.9383364358	0.1616380626
3039	0.938357238	0.1616324713
3040	0.938357238	0.1616321264
3041	0.938357238	0.1616211897
3042	0.938357238	0.1616168152
3043	0.9383412684	0.1616091676
3044	0.9383412684	0.1615885345
3045	0.938362069	0.1615811867
3046	0.938362069	0.1615776491
3047	0.938362069	0.1615667031
3048	0.9383436845	0.1615489047
3049	0.9383436845	0.161548896
3050	0.938385283	0.1615469995
3051	0.9384452629	0.1615424009
3052	0.9383804542	0.1615347762
3053	0.9383988401	0.1615283268
3054	0.9383804542	0.1615247256
3055	0.9384380266	0.161522683
3056	0.9384380266	0.1615218672
3057	0.9384172267	0.1615179025
3058	0.9384220529	0.1615027891
3059	0.9384012539	0.1614968954
3060	0.9383828687	0.1614898491
3061	0.9383828687	0.1614878912
3062	0.938322884	0.161482999
3063	0.9382996649	0.1614796401
3064	0.9383804542	0.1614504405
3065	0.9383717286	0.1614385542
3066	0.9384084943	0.1614296291
3067	0.9383901111	0.1614287141
3068	0.9384636483	0.1614255641
3069	0.9384636483	0.16142492
3070	0.9384820344	0.1614242198
3071	0.9384820344	0.1614241665
3072	0.938369314	0.1614075374
3073	0.9384476746	0.1613979027
3074	0.9384940845	0.1613540481
3075	0.9385308521	0.1613443682
3076	0.9385652157	0.1613409807
3077	0.9386092067	0.1613226038
3078	0.9386299975	0.1613188572
3079	0.9385676226	0.1613136129
3080	0.9385676226	0.161310518
3081	0.9385468294	0.1613074642
3082	0.9385052405	0.1613001047
3083	0.9384844448	0.1612982009
3084	0.9384660594	0.1612960536
3085	0.9385076498	0.1612886487
3086	0.938604396	0.1612783097
3087	0.9385676226	0.1612753957
3088	0.9385836027	0.1612653384
3089	0.9385836027	0.1612639902
3090	0.9385836027	0.1612623467
3091	0.9385836027	0.1612617628
3092	0.9385676226	0.1612598416
3093	0.9385260353	0.1612529681
3094	0.9385260353	0.1612517242
3095	0.9385028309	0.1612448779
3096	0.9385052405	0.1612443061
3097	0.9385260353	0.1612412417
3098	0.9385652157	0.1612298456
3099	0.9385652157	0.1612285734
3100	0.9385652157	0.1612284342
3101	0.9385884151	0.1612255978
3102	0.9386667711	0.1612177698
3103	0.9386667711	0.1612176342
3104	0.9386875612	0.1612171082
3105	0.9386459803	0.1612053193
3106	0.9386851591	0.1612012145
3107	0.9386251886	0.1611997805
3108	0.9386251886	0.1611985443
3109	0.9386251886	0.1611981504
3110	0.9386068014	0.1611920193
3111	0.9386275931	0.1611873147
3112	0.9386275931	0.1611872446
3113	0.9387035477	0.1611802091
3114	0.9386643681	0.1611662063
3115	0.9387035477	0.1611590663
3116	0.9387035477	0.1611589413
3117	0.9387243379	0.1611563352
3118	0.9386643681	0.1611537034
3119	0.9386275931	0.1611391827
3120	0.9386275931	0.1611303088
3121	0.9386483839	0.1611158651
3122	0.9386483839	0.1611123954
3123	0.9386275931	0.1611071771
3124	0.9386092067	0.1611055372
3125	0.9386251886	0.1611030572
3126	0.9386851591	0.161096461
3127	0.9386507874	0.161073037
3128	0.9386507874	0.161073021
3129	0.938669174	0.1610579728
3130	0.9387107516	0.1610257127
3131	0.9386923649	0.1610153419
3132	0.9386923649	0.160997148
3133	0.9387131525	0.1609922944
3134	0.9387131525	0.1609818402
3135	0.9387131525	0.1609818377
3136	0.9387155532	0.1609768955
3137	0.9387523259	0.1609615969
3138	0.9387339392	0.1609596793
3139	0.9387131525	0.1609570301
3140	0.9387179537	0.1609519509
3141	0.9387411382	0.1609471651
3142	0.9387411382	0.1609290355
3143	0.9386995691	0.1609238876
3144	0.9387547251	0.1609225744
3145	0.938793897	0.1609184389
3146	0.938793897	0.1609139576
3147	0.938793897	0.1609132774
3148	0.9387571241	0.1609086162
3149	0.9388122846	0.1608921955
3150	0.9388930236	0.1608781295
3151	0.9388930236	0.1608753787
3152	0.9388930236	0.1608751233
3153	0.9389737564	0.1608675985
3154	0.939012926	0.1608595106
3155	0.9390544828	0.1608519156
3156	0.9390153147	0.1608459362
3157	0.9390360927	0.1608459049
3158	0.9390360927	0.160845872
3159	0.9390153147	0.1608451119
3160	0.9390912652	0.1608200719
3161	0.9391096575	0.1608102713
3162	0.9391096575	0.1608090613
3163	0.9389761466	0.1607948462
3164	0.9389761466	0.1607936236
3165	0.9390544828	0.1607804839
3166	0.9389897565	0.1607648015
3167	0.9391096575	0.1607579975
3168	0.9390681004	0.1607534915
3169	0.9390681004	0.1607493479
3170	0.9390681004	0.1607439507
3171	0.9390681004	0.1607439361
3172	0.9390888793	0.1607431599
3173	0.9390497082	0.1607395355
3174	0.9390497082	0.1607382565
3175	0.939012926	0.1607324327
3176	0.939012926	0.1607293642
3177	0.93902654	0.1607112385
3178	0.9389849764	0.1607011746
3179	0.9389873666	0.1606985564
3180	0.9390657134	0.1606921985
3181	0.9391232812	0.1606855408
3182	0.9391416763	0.1606714348
3183	0.9391208963	0.1606655617
3184	0.9391001156	0.16066159
3185	0.939079334	0.1606495452
3186	0.9390953435	0.1606448008
3187	0.939116126	0.1606384916
3188	0.939116126	0.1606384146
3189	0.9390977296	0.1606356236
3190	0.9390977296	0.1606356229
3191	0.9390425449	0.1606217255
3192	0.9391232812	0.1606159411
3193	0.9392063927	0.1606109481
3194	0.939224788	0.1605962342
3195	0.939224788	0.1605905343
3196	0.9392040113	0.1605805343
3197	0.9391672216	0.1605739984
3198	0.9391856161	0.1605732364
3199	0.9391903801	0.1605639273
3200	0.9391903801	0.1605636505
3201	0.9391903801	0.1605628418
3202	0.9391903801	0.1605531284
3203	0.939171987	0.1605520995
3204	0.939171987	0.1605520918
3205	0.939171987	0.1605520411
3206	0.939171987	0.1605490582
3207	0.9391903801	0.1605455088
3208	0.9391696044	0.1605432241
3209	0.9391696044	0.1605352646
3210	0.9391672216	0.1605231023
3211	0.9391879982	0.160519931
3212	0.9391696044	0.1605195227
3213	0.9391903801	0.1605110623
3214	0.9392063927	0.1605074795
3215	0.9391696044	0.1605071255
3216	0.9391696044	0.1605049364
3217	0.9391696044	0.160502557
3218	0.9391120425	0.1604957342
3219	0.9390704871	0.1604895548
3220	0.9391096575	0.1604815112
3221	0.9391072723	0.1604755157
3222	0.9391072723	0.1604748062
3223	0.9391440603	0.1604710142
3224	0.9391256659	0.1604706704
3225	0.9391856161	0.16046882
3226	0.9391856161	0.1604673306
3227	0.9391072723	0.1604605555
3228	0.9390912652	0.1604515915
3229	0.939243184	0.1604420691
3230	0.9392271686	0.160440968
3231	0.9392271686	0.1604360235
3232	0.9392271686	0.1604305718
3233	0.9392455639	0.1604247876
3234	0.9391464442	0.1604123237
3235	0.9391464442	0.1604099566
3236	0.9391464442	0.1604099507
3237	0.9391048869	0.1604067719
3238	0.9391808513	0.1604007968
3239	0.9391416763	0.1603950523
3240	0.9390864933	0.160384721
3241	0.9390864933	0.1603846732
3242	0.9391280505	0.1603794138
3243	0.9391464442	0.1603757226
3244	0.9391256659	0.16037274
3245	0.9391256659	0.1603706545
3246	0.9391256659	0.1603675764
3247	0.9391464442	0.1603590581
3248	0.9391464442	0.1603585402
3249	0.9391464442	0.1603522634
3250	0.9393838501	0.160119165
3251	0.9394230204	0.1601010163
3252	0.9394989913	0.1600784847
3253	0.9395150233	0.160072701
3254	0.9395405315	0.1600441075
3255	0.93947822	0.1600274708
3256	0.939558933	0.1599884048
3257	0.9395773351	0.1599873986
3258	0.9395244996	0.1599806672
3259	0.9395613004	0.1599716814
3260	0.9395613004	0.1599707092
3261	0.9395173927	0.1599658287
3262	0.9395173927	0.1599658033
3263	0.9394966213	0.1599640667
3264	0.93947822	0.1599609137
3265	0.9396443679	0.1598560237
3266	0.9396443679	0.1598559833
3267	0.9396443679	0.1598532451
3268	0.9396443679	0.1598532332
3269	0.9396811719	0.1598516562
3270	0.9397042984	0.1598403517
3271	0.9396212373	0.1598202843
3272	0.9395660348	0.1598118117
3273	0.9396236022	0.1598066812
3274	0.9396835344	0.1597900727
3275	0.9397019368	0.1597786548
3276	0.939699575	0.1597761601
3277	0.9397250617	0.159771813
3278	0.93978263	0.1597609975
3279	0.9398449127	0.1597571822
3280	0.9398496241	0.1597527852
3281	0.9398496241	0.1597494771
3282	0.9398472685	0.1597386837
3283	0.9398496241	0.159734066
3284	0.9398519795	0.1597270887
3285	0.9398519795	0.1597262433
3286	0.9398519795	0.1597188781
3287	0.9398519795	0.1597179567
3288	0.9398519795	0.1597176973
3289	0.9397897045	0.1597158793
3290	0.9398449127	0.1597126133
3291	0.9398449127	0.1597098584
3292	0.9398864304	0.1597024471
3293	0.9398656719	0.1596996408
3294	0.9398656719	0.159697694
3295	0.9398472685	0.1596963932
3296	0.9398496241	0.1596910277
3297	0.9398288657	0.1596902049
3298	0.9398288657	0.1596846435
3299	0.9398288657	0.1596833831
3300	0.9397505434	0.1596748173
3301	0.9397505434	0.1596709187
3302	0.9397434642	0.1596623804
3303	0.9397090211	0.1596423831
3304	0.9397274223	0.1596376485
3305	0.9397434642	0.1596347116
3306	0.9397458241	0.1596329803
3307	0.9397458241	0.1596327099
3308	0.9397849883	0.1596245587
3309	0.939801034	0.1596084274
3310	0.9398217958	0.1596072425
3311	0.9399232396	0.1596020322
3312	0.9399048346	0.1595978362
3313	0.9399232396	0.1595901216
3314	0.9399416453	0.1595838615
3315	0.9399232396	0.1595721244
3316	0.9399968667	0.1595554677
3317	0.9399761079	0.1595462255
3318	0.9400199738	0.1595423091
3319	0.9399992167	0.1595386646
3320	0.9399600517	0.1595212532
3321	0.9399808095	0.1595159562
3322	0.9399392931	0.1595124449
3323	0.9399369406	0.1595092343
3324	0.9399185336	0.1595059317
3325	0.9399185336	0.159505912
3326	0.93998316	0.1594961222
3327	0.93998316	0.1594933176
3328	0.9399992167	0.1594925387
3329	0.9400199738	0.159487066
3330	0.9400199738	0.1594855319
3331	0.9399992167	0.1594802259
3332	0.9400223227	0.1594746815
3333	0.9400223227	0.1594745415
3334	0.9400015665	0.1594728226
3335	0.9401029939	0.1594670961
3336	0.940121402	0.1594657398
3337	0.940121402	0.1594596517
3338	0.9401398108	0.1594596057
3339	0.9401006481	0.1594594517
3340	0.9401398108	0.1594521684
3341	0.9400983022	0.1594490206
3342	0.9400223227	0.1594476633
3343	0.9401006481	0.1594457413
3344	0.9400869327	0.1594367262
3345	0.9400869327	0.1594366336
3346	0.9400477738	0.1594302631
3347	0.9400477738	0.159430225
3348	0.9400661798	0.1594251706
3349	0.9400798935	0.1594219636
3350	0.9400614854	0.1594109785
3351	0.9400614854	0.1594087072
3352	0.9400614854	0.1594086099
3353	0.9400845865	0.1594061123
3354	0.9400015665	0.1593998884
3355	0.9400638327	0.1593906728
3356	0.9400822401	0.1593783952
3357	0.9400822401	0.1593776447
3358	0.9401398108	0.1593552317
3359	0.940142155	0.1593438868
3360	0.9401444991	0.1593416758
3361	0.9401836587	0.1593377868
3362	0.9401836587	0.1593377702
3363	0.9401284361	0.1593343577
3364	0.94011003	0.1593175569
3365	0.94011003	0.1593134275
3366	0.9401284361	0.159308757
3367	0.9401284361	0.1593082089
3368	0.9401123749	0.1592975347
3369	0.9400916246	0.1592891136
3370	0.9400892787	0.1592761037
3371	0.9400892787	0.159255583
3372	0.9400892787	0.1592539528
3373	0.9401123749	0.1592481101
3374	0.94011003	0.1592450009
3375	0.940054816	0.1592420662
3376	0.940054816	0.1592414753
3377	0.940054816	0.1592347383
3378	0.940054816	0.1592313973
3379	0.9401147198	0.1592266628
3380	0.9401147198	0.1592225954
3381	0.9401147198	0.1592208596
3382	0.9401491865	0.1592155501
3383	0.9400708734	0.1591533538
3384	0.9400685267	0.1591493558
3385	0.9401123749	0.1591418961
3386	0.9401675934	0.1591401066
3387	0.9402459081	0.1590719564
3388	0.9402251591	0.1590710193
3389	0.9402251591	0.1590710167
3390	0.9402044093	0.1590693162
3391	0.9401675934	0.1590628902
3392	0.9402067507	0.1590539339
3393	0.9402274997	0.159047044
3394	0.9402251591	0.1590366351
3395	0.9402435682	0.1590359468
3396	0.9402067507	0.1590321772
3397	0.9402067507	0.1590278011
3398	0.9402067507	0.1590203999
3399	0.940186001	0.1590151542
3400	0.9401675934	0.1590066549
3401	0.9401491865	0.1590059724
3402	0.9401652504	0.1590037009
3403	0.9402044093	0.159002005
3404	0.9401836587	0.158997558
3405	0.9402044093	0.1589930437
3406	0.9402044093	0.1589901029
3407	0.9402044093	0.1589900947
3408	0.9402044093	0.1589861545
3409	0.9402459081	0.1589779743
3410	0.9402459081	0.1589779533
3411	0.9402251591	0.1589752219
3412	0.9403058128	0.1589632764
3413	0.9403058128	0.1589535866
3414	0.9403058128	0.1589501912
3415	0.9403058128	0.1589422433
3416	0.9403034753	0.1589256367
3417	0.9403058128	0.1589162636
3418	0.9403680501	0.1589111622
3419	0.9403657152	0.1589050467
3420	0.9403657152	0.1589050453
3421	0.9403242227	0.1588960864
3422	0.9402803885	0.1588737321
3423	0.9402803885	0.1588697716
3424	0.9403379609	0.1588616794
3425	0.9403563736	0.1588566495
3426	0.940377122	0.1588476398
3427	0.9403563736	0.1588405581
3428	0.9404002036	0.158825031
3429	0.9403587093	0.1588220019
3430	0.9403402972	0.1588213158
3431	0.9403402972	0.1588165945
3432	0.9403402972	0.1588165945
3433	0.9403402972	0.1588151507
3434	0.9404002036	0.1588080263
3435	0.9403379609	0.1588067344
3436	0.9403794569	0.1587843212
3437	0.9403633801	0.1587789258
3438	0.9403633801	0.1587789173
3439	0.9403633801	0.1587785973
3440	0.9403633801	0.1587712643
3441	0.9403265594	0.1587695188
3442	0.9403104873	0.158742911
3443	0.9403104873	0.1587429023
3444	0.9403104873	0.1587428464
3445	0.9403288958	0.1587400762
3446	0.9403058128	0.1587301509
3447	0.9403058128	0.1587301501
3448	0.9403081501	0.1587239814
3449	0.9402666562	0.158705549
3450	0.9403081501	0.1586967806
3451	0.9403081501	0.1586949207
3452	0.9402874036	0.1586933808
3453	0.9402897416	0.1586894549
3454	0.9403288958	0.15868577
3455	0.9403288958	0.1586740462
3456	0.9402874036	0.1586697576
3457	0.9402874036	0.1586683178
3458	0.9402874036	0.1586682618
3459	0.9402459081	0.1586650868
3460	0.9402874036	0.1586581035
3461	0.9402874036	0.158656018
3462	0.9402689951	0.1586543116
3463	0.9403104873	0.1586480021
3464	0.9403104873	0.1586455431
3465	0.940315161	0.1586176897
3466	0.9403335682	0.1586112585
3467	0.9404533532	0.158545029
3468	0.9404533532	0.1585367472
3469	0.9404533532	0.1585328718
3470	0.940547736	0.1585237732
3471	0.9405500636	0.1585183338
3472	0.9405085841	0.158508688
3473	0.9404878431	0.1585034862
3474	0.9404694321	0.1584995835
3475	0.9405269958	0.1584935516
3476	0.9406029757	0.1584869385
3477	0.9406213904	0.1584843498
3478	0.9404831826	0.1584697807
3479	0.9404831826	0.1584697413
3480	0.9404831826	0.1584671258
3481	0.9405015956	0.1584651858
3482	0.9405614942	0.1584585988
3483	0.9405822354	0.1584556191
3484	0.9406605454	0.1584505591
3485	0.9407020223	0.1584473167
3486	0.9406628688	0.1584469329
3487	0.9406628688	0.1584443874
3488	0.9406628688	0.1584443546
3489	0.9406628688	0.1584443503
3490	0.9406812843	0.158442379
3491	0.9407020223	0.1584412184
3492	0.9407020223	0.1584412072
3493	0.9407020223	0.1584411405
3494	0.9406628688	0.1584379042
3495	0.9406213904	0.1584271504
3496	0.9406190653	0.1584198029
3497	0.9406719925	0.1584084507
3498	0.9406535743	0.1584039913
3499	0.940595998	0.1583987869
3500	0.940736535	0.1583894435
3501	0.9407572732	0.1583879577
3502	0.9407595928	0.1583821904
3503	0.9407572732	0.1583728238
3504	0.9407572732	0.1583712951
3505	0.9407572732	0.1583712326
3506	0.9407780105	0.1583673047
3507	0.9407803293	0.1583565951
3508	0.9407803293	0.1583548306
3509	0.9407803293	0.1583533536
3510	0.9407803293	0.1583515764
3511	0.9406719925	0.1583278662
3512	0.9406743157	0.158325541
3513	0.9407157961	0.1583196631
3514	0.9406950563	0.1583178635
3515	0.9406997005	0.1582650575
3516	0.9406997005	0.158263237
3517	0.9407388555	0.1582576522
3518	0.9407803293	0.1582498659
3519	0.9407803293	0.158249519
3520	0.9407803293	0.1582473739
3521	0.9407803293	0.1582466474
3522	0.9408194828	0.1582449227
3523	0.9408194828	0.1582385596
3524	0.9407803293	0.1582268257
3525	0.9407803293	0.1582229277
3526	0.9407803293	0.1582109827
3527	0.9408217998	0.1582082553
3528	0.9408241167	0.1581991448
3529	0.9408241167	0.1581991435
3530	0.9408264333	0.1581861431
3531	0.9408057002	0.15818381
3532	0.9408839995	0.1581709769
3533	0.9408678972	0.1581686381
3534	0.9408678972	0.1581674872
3535	0.9409254619	0.1581630872
3536	0.9409254619	0.1581608197
3537	0.9409070446	0.1581533481
3538	0.9409669211	0.1581460089
3539	0.9409669211	0.1581443306
3540	0.940983029	0.1581331616
3541	0.940983029	0.1581327134
3542	0.9410221779	0.15812864
3543	0.9409853393	0.1581195461
3544	0.940941568	0.1581058112
3545	0.940941568	0.1581035806
3546	0.9409807184	0.1580940162
3547	0.9409622989	0.1580879864
3548	0.9409807184	0.1580876765
3549	0.9409807184	0.1580791507
3550	0.9409461919	0.1580689149
3551	0.9409853393	0.1580607314
3552	0.9410037582	0.1580541156
3553	0.9409208363	0.1580496922
3554	0.9408632671	0.1580451845
3555	0.9408632671	0.1580450418
3556	0.9408632671	0.1580422798
3557	0.94094388	0.1580289173
3558	0.94094388	0.1580277981
3559	0.9410106862	0.1579677712
3560	0.9409899595	0.1579538667
3561	0.9410866672	0.157939782
3562	0.9410866672	0.1579349872
3563	0.9411096976	0.1579313155
3564	0.9410636341	0.1579271373
3565	0.941105087	0.1579261107
3566	0.9411235075	0.1579218929
3567	0.9411419288	0.1579213272
3568	0.9411419288	0.1579199476
3569	0.9411258123	0.1579045433
3570	0.9411258123	0.1578989753
3571	0.9411258123	0.1578940406
3572	0.9412018007	0.157884718
3573	0.9411810762	0.1578819884
3574	0.9411442328	0.1578721819
3575	0.9410659412	0.157855605
3576	0.9410659412	0.1578475185
3577	0.9410843609	0.157844911
3578	0.9411235075	0.1578139203
3579	0.9411235075	0.1578134049
3580	0.9410682481	0.1578109717
3581	0.9410498297	0.1578082984
3582	0.941105087	0.1578039546
3583	0.941105087	0.1578030941
3584	0.9410659412	0.1577947307
3585	0.9410843609	0.1577910494
3586	0.9411258123	0.1577861605
3587	0.9411442328	0.1577843029
3588	0.9411073924	0.1577804847
3589	0.9411073924	0.1577785764
3590	0.9410866672	0.1577732132
3591	0.9410682481	0.1577683443
3592	0.9410682481	0.1577683323
3593	0.941105087	0.1577647748
3594	0.9411073924	0.1577616118
3595	0.941185681	0.1577575613
3596	0.9411833787	0.1577551687
3597	0.9411281168	0.1577533191
3598	0.9411741683	0.1576566122
3599	0.9412478472	0.1576504118
3600	0.9412892873	0.1576445581
3601	0.9412892873	0.1576444815
3602	0.9412087052	0.1576369507
3603	0.9412087052	0.1576294113
3604	0.9412087052	0.1576293575
3605	0.9412271259	0.1576253893
3606	0.9412869892	0.1576164977
3607	0.9412662687	0.1575487889
3608	0.9413031139	0.1575470821
3609	0.9413031139	0.1575440545
3610	0.9413031139	0.1575439141
3611	0.9413031139	0.1575419298
3612	0.9412823925	0.1575337108
3613	0.9412432475	0.1575267629
3614	0.9412064039	0.1575223059
3615	0.9412064039	0.1575222465
3616	0.9412271259	0.1575125746
3617	0.9412271259	0.15751161
3618	0.9412087052	0.1575101089
3619	0.9412087052	0.1575078574
3620	0.9412064039	0.1574972284
3621	0.9412455474	0.157495369
3622	0.9412455474	0.1574953477
3623	0.9412869892	0.1574917975
3624	0.9413077089	0.1574905459
3625	0.9413054115	0.1574878501
3626	0.9412087052	0.157484444
3627	0.9412087052	0.1574818228
3628	0.9412432475	0.1574696874
3629	0.9412432475	0.1574690391
3630	0.9412432475	0.1574689587
3631	0.9412478472	0.1574642953
3632	0.9412455474	0.1574618755
3633	0.9412248253	0.1574618551
3634	0.9412501468	0.1574439031
3635	0.9412501468	0.1574437722
3636	0.9412064039	0.1574385026
3637	0.9412064039	0.1574372522
3638	0.9412455474	0.1574351346
3639	0.9412409473	0.1574260441
3640	0.9412202235	0.1574209358
3641	0.9411833787	0.1574134022
3642	0.9412041024	0.1573958724
3643	0.9412041024	0.1573956733
3644	0.9412662687	0.1573801545
3645	0.941362978	0.157369921
3646	0.9413445543	0.1573673406
3647	0.9412823925	0.1573625088
3648	0.9413422582	0.157360665
3649	0.9413606827	0.1573515479
3650	0.941339962	0.1573458329
3651	0.9413606827	0.1573419307
3652	0.9412985183	0.1573399051
3653	0.9413215376	0.1573360325
3654	0.941339962	0.157331443
3655	0.9413376656	0.1573299759
3656	0.9412962202	0.1573262099
3657	0.9412962202	0.1573203076
3658	0.9413146459	0.1573169562
3659	0.9413169433	0.1573143525
3660	0.9413376656	0.1573090079
3661	0.9414343877	0.1572923166
3662	0.9414919647	0.1572850604
3663	0.9414712446	0.157283408
3664	0.9413906507	0.1572794872
3665	0.9414712446	0.1572755787
3666	0.9414320949	0.1572743783
3667	0.9414320949	0.1572743299
3668	0.941376813	0.1572701022
3669	0.9413583872	0.1572653736
3670	0.9413583872	0.1572621796
3671	0.9413583872	0.1572621777
3672	0.9413583872	0.1572610556
3673	0.9413952396	0.157256703
3674	0.9414551078	0.1572482398
3675	0.9414551078	0.1572478893
3676	0.941475827	0.1572473767
3677	0.9414551078	0.1572429714
3678	0.9414343877	0.1572393349
3679	0.9414343877	0.1572376693
3680	0.9414343877	0.157234347
3681	0.9414136669	0.1572284102
3682	0.9414136669	0.1572241289
3683	0.9414528158	0.1572119759
3684	0.9414528158	0.1572118538
3685	0.941475827	0.1572094638
3686	0.9414735359	0.1572069596
3687	0.9414159604	0.1572014943
3688	0.9414528158	0.1571968116
3689	0.9414320949	0.1571910124
3690	0.9414343877	0.1571864878
3691	0.9414343877	0.1571843296
3692	0.9414159604	0.1571829139
3693	0.9413952396	0.1571798457
3694	0.9414136669	0.1571779161
3695	0.9414136669	0.1571724007
3696	0.9414136669	0.1571714606
3697	0.9415081043	0.1571617202
3698	0.9415541202	0.157086115
3699	0.941556408	0.1570787038
3700	0.9415195522	0.1570703309
3701	0.9415402681	0.1570657129
3702	0.9415748371	0.1570587243
3703	0.941556408	0.1570547463
3704	0.941556408	0.1570460164
3705	0.941556408	0.157046015
3706	0.9415356912	0.1570458982
3707	0.941556408	0.157038798
3708	0.941556408	0.1570347956
3709	0.9415771241	0.1570285821
3710	0.941556408	0.1570216901
3711	0.9415978393	0.157012426
3712	0.9416162684	0.1570093594
3713	0.9415978393	0.1570056746
3714	0.9415771241	0.1569995002
3715	0.941556408	0.1569895884
3716	0.9415748371	0.1569864236
3717	0.9415748371	0.1569676637
3718	0.941556408	0.1569600836
3719	0.941556408	0.1569582004
3720	0.9415978393	0.1569552194
3721	0.9415978393	0.1569510355
3722	0.9415978393	0.1569505398
3723	0.9415794109	0.1569445015
3724	0.9415978393	0.1569428091
3725	0.9416531287	0.1569324071
3726	0.9416531287	0.1569302919
3727	0.941689992	0.1567820425
3728	0.9416071254	0.1567777552
3729	0.9416071254	0.1567777494
3730	0.9416278432	0.1567772186
3731	0.9416255579	0.1567726921
3732	0.9416417063	0.1567679179
3733	0.9416417063	0.1567639681
3734	0.9416624251	0.1567551686
3735	0.9416048392	0.1567442035
3736	0.9415864067	0.1567418428
3737	0.9415864067	0.1567367529
3738	0.9416048392	0.1567365173
3739	0.9416025528	0.1567325473
3740	0.9416439912	0.1567192262
3741	0.9416439912	0.1567099796
3742	0.9416624251	0.1567039963
3743	0.9416669929	0.1566983706
3744	0.9416485603	0.1566849455
3745	0.9416647091	0.1566832655
3746	0.9416647091	0.1566782727
