iter	Passed	Remaining
793	28861	516386
794	28899	516379
795	28940	516425
796	28976	516377
797	29005	516209
798	29035	516060
799	29075	516089
800	29109	516010
801	29150	516058
802	29186	516008
803	29222	515969
804	29272	516185
805	29311	516188
806	29346	516132
807	29382	516092
808	29419	516060
809	29453	515978
810	29476	515715
811	29517	515756
812	29543	515536
813	29576	515443
814	29608	515325
815	29645	515308
816	29689	515405
817	29733	515496
818	29768	515450
819	29797	515280
820	29831	515199
821	29875	515304
822	29910	515231
823	29961	515447
824	30004	515536
825	30051	515673
826	30083	515570
827	30117	515482
828	30163	515613
829	30199	515580
830	30237	515565
831	30274	515533
832	30300	515324
833	30331	515200
834	30366	515137
835	30395	514973
836	30430	514918
837	30472	514974
838	30522	515169
839	30564	515235
840	30592	515047
841	30645	515291
842	30686	515341
843	30724	515329
844	30756	515216
845	30793	515197
846	30840	515332
847	30875	515273
848	30917	515336
849	30959	515376
850	30995	515348
851	31029	515260
852	31068	515270
853	31106	515265
854	31150	515352
855	31193	515418
856	31237	515502
857	31280	515579
858	31319	515590
859	31357	515582
860	31387	515425
861	31415	515263
862	31451	515206
863	31510	515547
864	31569	515885
865	31626	516178
866	31666	516196
867	31709	516267
868	31758	516437
869	31798	516453
870	31847	516611
871	31884	516594
872	31921	516561
873	31955	516471
874	31992	516450
875	32021	516299
876	32055	516221
877	32097	516266
878	32137	516280
879	32170	516183
880	32212	516243
881	32240	516061
882	32294	516301
883	32329	516241
884	32366	516213
885	32404	516211
886	32447	516263
887	32487	516290
888	32523	516245
889	32566	516299
890	32600	516234
891	32636	516182
892	32676	516195
893	32708	516099
894	32746	516079
895	32787	516115
896	32825	516094
897	32850	515872
898	32889	515877
899	32930	515916
900	32966	515870
901	33023	516143
902	33063	516159
903	33106	516226
904	33142	516183
905	33177	516112
906	33236	516431
907	33280	516509
908	33314	516430
909	33352	516415
910	33393	516440
911	33430	516419
912	33464	516332
913	33502	516323
914	33537	516254
915	33573	516210
916	33603	516070
917	33635	515962
918	33674	515963
919	33716	516007
920	33752	515965
921	33796	516035
922	33835	516039
923	33875	516048
924	33914	516054
925	33952	516029
926	33994	516072
927	34030	516031
928	34066	515991
929	34098	515879
930	34128	515742
931	34159	515612
932	34196	515592
933	34237	515616
934	34280	515672
935	34324	515751
936	34365	515774
937	34398	515683
938	34435	515647
939	34469	515580
940	34506	515541
941	34536	515404
942	34578	515457
943	34615	515423
944	34661	515519
945	34701	515529
946	34745	515609
947	34768	515371
948	34816	515490
949	34851	515440
950	34893	515475
951	34936	515530
952	34990	515746
953	35026	515697
954	35060	515632
955	35096	515573
956	35129	515495
957	35166	515453
958	35201	515398
959	35230	515249
960	35268	515227
961	35295	515049
962	35327	514942
963	35359	514840
964	35389	514700
965	35425	514653
966	35457	514552
967	35482	514347
968	35515	514257
969	35545	514121
970	35592	514232
971	35624	514142
972	35661	514104
973	35717	514344
974	35764	514458
975	35818	514667
976	35863	514759
977	35900	514723
978	35936	514677
979	35969	514587
980	35992	514350
981	36045	514553
982	36081	514503
983	36123	514541
984	36158	514472
985	36190	514375
986	36227	514340
987	36264	514307
988	36307	514361
989	36347	514374
990	36382	514305
991	36432	514465
992	36458	514279
993	36505	514379
994	36561	514618
995	36605	514682
996	36639	514604
997	36666	514428
998	36701	514369
999	36739	514358
1000	36779	514360
1001	36805	514180
1002	36844	514163
1003	36884	514181
1004	36920	514126
1005	36963	514178
1006	37003	514193
1007	37042	514188
1008	37078	514137
1009	37106	513975
1010	37139	513897
1011	37177	513869
1012	37210	513788
1013	37251	513800
1014	37287	513763
1015	37330	513810
1016	37370	513821
1017	37411	513837
1018	37441	513710
1019	37470	513567
1020	37514	513629
1021	37549	513564
1022	37582	513482
1023	37611	513342
1024	37645	513264
1025	37676	513151
1026	37726	513287
1027	37754	513138
1028	37794	513145
1029	37820	512961
1030	37870	513106
1031	37914	513163
1032	37954	513177
1033	37987	513086
1034	38030	513134
1035	38063	513049
1036	38102	513040
1037	38146	513109
1038	38178	513007
1039	38217	512999
1040	38251	512923
1041	38279	512774
1042	38315	512723
1043	38351	512678
1044	38389	512659
1045	38425	512603
1046	38458	512521
1047	38503	512598
1048	38539	512554
1049	38577	512526
1050	38623	512614
1051	38653	512488
1052	38693	512490
1053	38730	512463
1054	38772	512493
1055	38822	512639
1056	38860	512617
1057	38898	512587
1058	38942	512648
1059	38973	512541
1060	39007	512468
1061	39045	512439
1062	39076	512329
1063	39110	512255
1064	39153	512305
1065	39194	512317
1066	39223	512182
1067	39259	512135
1068	39296	512104
1069	39335	512094
1070	39381	512174
1071	39416	512120
1072	39451	512060
1073	39479	511914
1074	39515	511861
1075	39551	511812
1076	39594	511860
1077	39632	511846
1078	39670	511818
1079	39713	511858
1080	39753	511869
1081	39797	511925
1082	39831	511852
1083	39867	511802
1084	39919	511968
1085	39973	512142
1086	40016	512188
1087	40050	512121
1088	40096	512196
1089	40131	512138
1090	40162	512025
1091	40208	512101
1092	40245	512074
1093	40281	512019
1094	40324	512067
1095	40363	512060
1096	40387	511859
1097	40420	511771
1098	40469	511893
1099	40510	511906
1100	40556	511985
1101	40593	511950
1102	40659	512283
1103	40708	512392
1104	40744	512343
1105	40783	512335
1106	40822	512331
1107	40857	512269
1108	40890	512178
1109	40920	512062
1110	40971	512196
1111	41024	512366
1112	41069	512425
1113	41093	512236
1114	41130	512193
1115	41177	512286
1116	41218	512291
1117	41253	512240
1118	41291	512217
1119	41327	512171
1120	41376	512279
1121	41418	512305
1122	41474	512504
1123	41511	512465
1124	41549	512448
1125	41583	512374
1126	41605	512155
1127	41646	512162
1128	41683	512128
1129	41718	512067
1130	41779	512327
1131	41821	512350
1132	41860	512339
1133	41896	512289
1134	41930	512221
1135	41974	512265
1136	42011	512226
1137	42040	512095
1138	42075	512037
1139	42097	511815
1140	42126	511688
1141	42151	511506
1142	42187	511454
1143	42224	511422
1144	42258	511352
1145	42286	511198
1146	42316	511084
1147	42346	510955
1148	42388	510981
1149	42427	510969
1150	42464	510935
1151	42503	510924
1152	42539	510877
1153	42586	510959
1154	42617	510851
1155	42654	510817
1156	42705	510953
1157	42739	510876
1158	42786	510960
1159	42811	510784
1160	42846	510731
1161	42888	510755
1162	42924	510705
1163	42969	510761
1164	43012	510792
1165	43051	510780
1166	43102	510909
1167	43140	510892
1168	43180	510893
1169	43219	510875
1170	43262	510917
1171	43294	510815
1172	43336	510843
1173	43385	510948
1174	43443	511159
1175	43487	511195
1176	43547	511435
1177	43601	511592
1178	43644	511629
1179	43691	511711
1180	43724	511620
1181	43764	511622
1182	43803	511605
1183	43839	511560
1184	43875	511506
1185	43919	511554
1186	43944	511376
1187	43979	511322
1188	44014	511251
1189	44053	511241
1190	44093	511243
1191	44131	511218
1192	44172	511220
1193	44214	511241
1194	44245	511142
1195	44286	511143
1196	44334	511239
1197	44375	511239
1198	44414	511235
1199	44456	511252
1200	44482	511080
1201	44522	511078
1202	44560	511060
1203	44602	511073
1204	44633	510967
1205	44686	511120
1206	44717	511010
1207	44754	510973
1208	44785	510869
1209	44825	510864
1210	44855	510750
1211	44891	510701
1212	44924	510609
1213	44962	510591
1214	45003	510594
1215	45031	510458
1216	45067	510409
1217	45120	510547
1218	45165	510605
1219	45215	510713
1220	45262	510787
1221	45292	510676
1222	45337	510726
1223	45374	510690
1224	45412	510663
1225	45466	510816
1226	45504	510783
1227	45536	510686
1228	45603	510991
1229	45655	511113
1230	45701	511186
1231	45750	511278
1232	45781	511167
1233	45824	511197
1234	45872	511284
1235	45912	511274
1236	45964	511409
1237	46004	511396
1238	46043	511382
1239	46078	511321
1240	46123	511375
1241	46166	511397
1242	46203	511361
1243	46240	511322
1244	46280	511316
1245	46335	511473
1246	46381	511531
1247	46428	511607
1248	46466	511578
1249	46499	511499
1250	46561	511733
1251	46603	511747
1252	46646	511769
1253	46692	511829
1254	46727	511768
1255	46761	511695
1256	46796	511635
1257	46829	511553
1258	46863	511478
1259	46896	511390
1260	46923	511248
1261	46957	511179
1262	46988	511067
1263	47029	511076
1264	47060	510968
1265	47096	510914
1266	47142	510972
1267	47183	510979
1268	47219	510927
1269	47252	510851
1270	47284	510752
1271	47320	510699
1272	47358	510680
1273	47384	510514
1274	47419	510452
1275	47458	510434
1276	47504	510492
1277	47553	510583
1278	47593	510582
1279	47643	510677
1280	47686	510707
1281	47725	510686
1282	47756	510577
1283	47797	510579
1284	47835	510554
1285	47877	510569
1286	47904	510426
1287	47937	510337
1288	47971	510264
1289	48003	510179
1290	48043	510168
1291	48085	510182
1292	48133	510257
1293	48174	510260
1294	48219	510304
1295	48258	510292
1296	48296	510260
1297	48337	510265
1298	48367	510143
1299	48403	510097
1300	48450	510165
1301	48485	510106
1302	48527	510113
1303	48571	510153
1304	48625	510291
1305	48666	510286
1306	48701	510225
1307	48744	510253
1308	48787	510277
1309	48828	510277
1310	48867	510257
1311	48908	510256
1312	48941	510181
1313	48984	510199
1314	49014	510083
1315	49052	510059
1316	49097	510100
1317	49135	510074
1318	49189	510208
1319	49218	510081
1320	49257	510058
1321	49282	509900
1322	49318	509845
1323	49342	509671
1324	49396	509812
1325	49455	509998
1326	49505	510088
1327	49542	510051
1328	49567	509887
1329	49606	509867
1330	49634	509729
1331	49677	509751
1332	49706	509634
1333	49737	509525
1334	49769	509442
1335	49808	509423
1336	49847	509400
1337	49886	509383
1338	49943	509540
1339	49983	509529
1340	50015	509438
1341	50063	509515
1342	50112	509590
1343	50168	509751
1344	50210	509754
1345	50250	509746
1346	50278	509617
1347	50309	509517
1348	50332	509327
1349	50376	509363
1350	50418	509369
1351	50445	509229
1352	50487	509243
1353	50556	509518
1354	50598	509533
1355	50641	509556
1356	50689	509619
1357	50734	509662
1358	50774	509648
1359	50816	509656
1360	50865	509735
1361	50905	509724
1362	50954	509806
1363	50994	509799
1364	51032	509766
1365	51074	509776
1366	51119	509809
1367	51162	509829
1368	51210	509896
1369	51244	509822
1370	51285	509826
1371	51337	509933
1372	51369	509838
1373	51403	509768
1374	51426	509590
1375	51458	509502
1376	51489	509402
1377	51529	509391
1378	51571	509392
1379	51610	509371
1380	51651	509366
1381	51680	509252
1382	51720	509239
1383	51767	509293
1384	51820	509417
1385	51861	509411
1386	51884	509233
1387	51934	509315
1388	51979	509350
1389	52016	509310
1390	52068	509413
1391	52110	509421
1392	52150	509412
1393	52187	509367
1394	52221	509300
1395	52247	509150
1396	52285	509117
1397	52333	509182
1398	52383	509273
1399	52433	509355
1400	52476	509371
1401	52516	509354
1402	52560	509379
1403	52596	509336
1404	52635	509313
1405	52678	509326
1406	52719	509326
1407	52762	509338
1408	52803	509338
1409	52851	509401
1410	52890	509371
1411	52919	509255
1412	52973	509376
1413	53015	509381
1414	53050	509323
1415	53089	509297
1416	53146	509450
1417	53200	509571
1418	53237	509526
1419	53277	509517
1420	53312	509449
1421	53346	509383
1422	53370	509218
1423	53409	509189
1424	53445	509137
1425	53477	509049
1426	53508	508951
1427	53544	508900
1428	53581	508856
1429	53637	508998
1430	53699	509183
1431	53738	509160
1432	53780	509173
1433	53807	509029
1434	53837	508919
1435	53865	508795
1436	53899	508728
1437	53943	508751
1438	53991	508812
1439	54039	508868
1440	54076	508827
1441	54117	508821
1442	54152	508766
1443	54180	508636
1444	54221	508628
1445	54255	508564
1446	54291	508507
1447	54330	508483
1448	54363	508410
1449	54397	508334
1450	54440	508350
1451	54481	508345
1452	54521	508329
1453	54552	508228
1454	54600	508294
1455	54648	508346
1456	54687	508331
1457	54718	508228
1458	54753	508172
1459	54780	508029
1460	54823	508043
1461	54872	508115
1462	54914	508116
1463	54965	508201
1464	55006	508203
1465	55048	508202
1466	55087	508176
1467	55134	508233
1468	55183	508292
1469	55231	508354
1470	55280	508419
1471	55324	508448
1472	55369	508476
1473	55411	508473
1474	55470	508633
1475	55531	508815
1476	55576	508841
1477	55613	508799
1478	55644	508702
1479	55675	508607
1480	55704	508485
1481	55759	508607
1482	55803	508632
1483	55836	508544
1484	55887	508630
1485	55935	508685
1486	55984	508752
1487	56026	508759
1488	56060	508689
1489	56087	508554
1490	56123	508503
1491	56166	508506
1492	56208	508513
1493	56252	508531
1494	56287	508466
1495	56347	508635
1496	56383	508585
1497	56428	508609
1498	56463	508546
1499	56505	508547
1500	56550	508580
1501	56579	508458
1502	56617	508429
1503	56654	508386
1504	56692	508345
1505	56718	508205
1506	56760	508204
1507	56802	508206
1508	56838	508152
1509	56868	508048
1510	56904	507995
1511	56955	508078
1512	56993	508044
1513	57027	507974
1514	57066	507946
1515	57102	507895
1516	57144	507896
1517	57179	507831
1518	57217	507800
1519	57258	507792
1520	57292	507720
1521	57317	507576
1522	57362	507596
1523	57403	507587
1524	57446	507598
1525	57502	507726
1526	57537	507662
1527	57590	507763
1528	57629	507733
1529	57661	507650
1530	57697	507592
1531	57737	507575
1532	57786	507636
1533	57811	507489
1534	57856	507517
1535	57883	507386
1536	57919	507333
1537	57956	507292
1538	57990	507221
1539	58018	507095
1540	58056	507060
1541	58083	506935
1542	58124	506922
1543	58160	506871
1544	58201	506865
1545	58245	506879
1546	58295	506951
1547	58341	506984
1548	58371	506883
1549	58414	506884
1550	58459	506911
1551	58505	506949
1552	58551	506982
1553	58600	507041
1554	58640	507023
1555	58691	507097
1556	58725	507029
1557	58776	507106
1558	58816	507090
1559	58852	507037
1560	58889	506992
1561	58920	506900
1562	58958	506865
1563	58984	506721
1564	59029	506744
1565	59066	506703
1566	59106	506685
1567	59136	506582
1568	59176	506566
1569	59211	506505
1570	59248	506460
1571	59287	506434
1572	59321	506364
1573	59355	506297
1574	59397	506293
1575	59420	506128
1576	59454	506061
1577	59479	505917
1578	59511	505828
1579	59538	505698
1580	59574	505646
1581	59608	505582
1582	59633	505431
1583	59676	505444
1584	59708	505358
1585	59765	505479
1586	59806	505470
1587	59844	505438
1588	59887	505442
1589	59928	505436
1590	59989	505597
1591	60035	505623
1592	60077	505620
1593	60127	505692
1594	60168	505679
1595	60212	505694
1596	60253	505687
1597	60287	505613
1598	60335	505662
1599	60407	505912
1600	60439	505830
1601	60467	505704
1602	60507	505686
1603	60541	505620
1604	60585	505630
1605	60620	505576
1606	60663	505577
1607	60702	505552
1608	60736	505486
1609	60775	505459
1610	60831	505567
1611	60866	505509
1612	60914	505552
1613	60944	505452
1614	60969	505309
1615	61005	505258
1616	61052	505300
1617	61109	505418
1618	61152	505424
1619	61182	505325
1620	61224	505320
1621	61259	505262
1622	61296	505211
1623	61338	505215
1624	61393	505314
1625	61440	505357
1626	61478	505314
1627	61505	505193
1628	61535	505091
1629	61579	505099
1630	61625	505129
1631	61668	505134
1632	61715	505176
1633	61756	505161
1634	61795	505138
1635	61833	505098
1636	61873	505079
1637	61912	505052
1638	61955	505053
1639	61991	505002
1640	62037	505030
1641	62076	505002
1642	62126	505069
1643	62168	505061
1644	62205	505021
1645	62268	505186
1646	62304	505132
1647	62359	505232
1648	62399	505212
1649	62446	505247
1650	62490	505257
1651	62533	505261
1652	62568	505206
1653	62605	505157
1654	62657	505235
1655	62710	505315
1656	62752	505314
1657	62796	505328
1658	62835	505294
1659	62882	505333
1660	62912	505231
1661	62948	505181
1662	63002	505267
1663	63057	505368
1664	63096	505342
1665	63135	505314
1666	63174	505283
